"pagenum","state","name","county","storet_code","lake_type","drainage_area","surface_area","mean_depth","total_inflow","retention_time","alkalinity","conductivity","sechhi","tp","po4","tin","tn","p_pnt_source_muni","p_pnt_source_industrial","p_pnt_source_septic","p_nonpnt_source","p_total","n_pnt_source_muni","n_pnt_source_industrial","n_pnt_source_septic","n_nonpnt_source","n_total","p_total_out","p_percent_retention","p_surface_area_loading","n_total_out","n_percent_retention","n_surface_area_loading"
"129","UTAH","PANGUITCH LAKE","GARFIELD","4914","NATURAL","121.7","4.99","6.4","0.748","2.2","98","172","1.9","0.071","0.01","0.04","1.02",NA,NA,"20","1795","1815",NA,NA,NA,"695","25160","1350","26","0.36","22895","11","5.2"
"130","UTAH","PELICAN LAKE","UINTAH","4915","NATURAL","25.9","6.88","3","0.126","36.8","282","897","1.6","0.044","0.004","0.05","0.92",NA,NA,NA,"915","915",NA,NA,NA,"13820",NA,"45","95","0.13","700","95","2"
"131","UTAH","PINEVIER RESERVOIR","HEBER","4916","IMPOUNDMENT","802.9","10.12","13.4","6.343","248","110","197","1.6","0.028","0.006","0.3","0.74",NA,NA,"25","7215","7240",NA,NA,"855","214310","215165","7775",NA,"0.72","189145","12","21.3"
"132","UTAH","PIUTE RESERVOIR","PIUTE","4917","IMPOUNDMENT","6319.6","10.15","10.1","4.917","239","269","394","0.4","0.047","0.007","0.15","0.68",NA,NA,NA,"20655",NA,NA,NA,NA,NA,"273315","10855","47","2.03","204370","25","27"
"133","UTAH","PORCUPINE RESERVOIR","CACHE","4918","IMPOUNDMENT",NA,"0.77","20.1",NA,NA,"163","238","1.5","0.025","0.011","0.11","0.41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","UTAH","PRUESS LAKE","MILLARD",NA,"NATURAL",NA,NA,"5.8",NA,"906969","455","949","0.2","0.057","0.008",NA,"0.14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","UTAH","SEVIER RRIDGE RESERVOIR","JUAD SANPETE",NA,"IMPOUNDMENT","13260.8","44.52","6.5","5.923","1.6","369","1996","1.3","0.026","0.003","0.355","1.01",NA,NA,NA,"30535","33420",NA,NA,"8275",NA,NA,"4035",NA,"0.75","253715","65","16.7"
"136","UTAH","STARVATION RESERVOIR","DUCHESNE","4921",NA,NA,NA,NA,NA,NA,"290","523","2.7","0.016","0.004","0.06","0.32",NA,NA,NA,"30175","30175",NA,NA,NA,"380310","380310","2770","91","2.7",NA,"77","34"
"137","UTAH","STEINARER RESERVOIR","UINTAH","4922","IMPOUNDMENT","54","3.32","14","0.004","2","100","238","4.7","0.011","0.005","0.04","0.22",NA,NA,NA,"365","365",NA,NA,NA,"18235","18235","400",NA,"0.11","10105","0","5.5"
"139","UTAH","UTAH LAKE","UTAH","4924","NATURAL","6876.4","396.6","2.1","17.18","2.5","166","1118",NA,"0.2","0.132","0.012","0.32","125700","7645",NA,"68550","201895","523420","460570",NA,"1333575","2317565",NA,"31","0.51","817185","65","5.8"
"141","UTAH","HILLARD RESERVOIR","80x ELDER","4925","IMPOUNDMENT","62.2","40.47","5.9","2.57","3.3",NA,"-171","989","1.1","0.044","0.009","0.06","110",NA,NA,"8250","8360","1485",NA,NA,"210285","211770","7380","12","0.21","124710","41","5.2"
"142","WASHINGTON","AMERICAN LAKE","PIERCE","5301","NATURAL","65.8","4.7","15.4","0.16","38.2","41","69","4","0.027","0.007","0.105","0.45",NA,NA,"35","445","480",NA,NA,"1330","12835","14165",NA,NA,NA,NA,NA,"3"
"143","WASHINGTON",NA,"GRANT DOUGLAS","5302","IMPOUNDMENT",NA,"100.77","12.4",NA,"175","60","120","3.4","0.021","0.007","0.04","0.22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","WASHINGTON","LAKE CHELAN","cHELAN","5303","NATURAL","2393","133",NA,"61.94",NA,"21","37","9.9","0.005","0.003","0.07","0.25",NA,NA,"145","34095","34095","1300",NA,"5390","1320505","1327255","24225","30","0.2","303320","77","9.9"
"145","WASHINGTON","DIAMOND LAKE","PEND OREILLE","5304","NATURAL",NA,"3.07","3.1",NA,NA,"38","53","5","0.014","0.01","0.06","0.53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","WASHINGTON","GREEN LAKE","KING","5305","NATURAL",NA,"1.04","3.8",NA,NA,"22","33","2.2","0.027","0.009","0.05","0.36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","WASHINGTON","KEECHELUS LAKE","KITTITAS","5306","IMPOUNDMENT","141.7","10.3","18.7","10.2","220",NA,"24","5.6",NA,"0.007","0.002","0.04",NA,NA,NA,"4525","4525",NA,NA,NA,"95980","95980","1685","63","0.44","40835","57","9.3"
"148","WASHINGTON","MAYFIELD LAKE","LERIS","5307","IMPOUNDMENT","3626","8.9","11.6","188.35","9","24","30","2.5","0.014","0.007","0.1","0.2","935",NA,"10","100135","101050","4105",NA,"320","1590505","1594930","102590",NA,"11.3","1540220","3","179.2"
"149","WASHINGTON","MEDICAL LAKE","SPOKANE",NA,"NATURAL",NA,"0.64","9.7",NA,"996694","1380","1479","2.5","0.275","0.166","0.225","2.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","WASHINGTON","MOSES LAKE","GRANT","5309","IMPOUNDMENT","7990.1","27.58","5.9","4.56","289","183","377","0.9","0.115","0.033","0.15","1.04","9905",NA,"20","21220","31145","21210",NA,"780","335925","357915","17230","45","1.13","206055","42","13"
"151","WASHINGTON","OZETTE LAKE","CLALLAM",NA,"NATURAL",NA,"29.54","39.6",NA,NA,"10","29","2.5","0.01","0.009","0.11","0.29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","WASHINGTON","SAMMAMISH LAKE","KING","5311","NATURAL","253","19.82","17.7","6.41","1.8","39","81","3.2","0.015","0.006","0.21","0.54",NA,NA,"110","6020","6130",NA,NA,"4165","336010","340175","4450","27","0.31","129275","62","17.2"
"153","WASHINGTON","LAKE HHATCOM","HHATCOH","5312","NATURAL","145.3","20.25","1.8","4.77","95","17","39","5.4","0.009","0.009","0.32","0.51",NA,NA,"75","2515","2590",NA,NA,"2785","164800",NA,"1480","43","0.13","89620","48","8.3"
"154","WASHINGTON","LODER GRANITE RESERVOIR","GARFIELD wHITMAN","5313","IMPOUNDMENT",NA,"36.42","13.7",NA,NA,NA,"140",NA,"0.033","0.022","0.15","0.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","WYOMING","BIG SANDY RESERVOIR","SUULETTE SNEETMATER","5601","IMPOUNDMENT","1139.6","8.34","5.8","2.462","273","41","98","0.3","0.007","0.02","0.06","0.43",NA,NA,NA,"9980","9980",NA,NA,NA,"133855","133855","8435","15","1.2","99505","26","16"
"156","WYOMING","BOULDER LAKF","SUMLETTE","5602","NATURAL","336.7","7.03","12.2","5.724","181","16","3","3.5","0.003","0.002","0.04","0.235",NA,NA,"5","4800","4805",NA,NA,"90","137030","137120","3105","35","0.68","176470",NA,"19.5"
"157","WYOMING","BOYSEN RESERVOIR","FREMONT","5603","IMPOUNDMENT","19945.6","89.84","10.4","45.717","270","129","454","0.9",NA,"0.014","0.14","0.34","18750",NA,NA,"301270","320020","64780",NA,NA,"2573715","2638495","30360","91","3.56","1277070","52","29.4"
"159","WYOMING","LAKE DE SMET","JOHNSON","580A","IMPOUNDMENT","25.9","10.74","12.8","0.167",NA,"167","629","2.3","0.033","0.006","0.04","0.62",NA,NA,NA,"770","775",NA,NA,"215","18075","18290","1030",NA,"0.07","11835","35","1.7"
"160","WYOMING","—EUTR0PMIC","SREETRATER RY, DAGGETT UT","5605","IMPOUNDMENT","39109","137.67","33.9","66.182","2.3","160","514","3.4","0.014","0.003","0.605","0.9","40405",NA,NA,"145835","186240","95255",NA,NA,"2731180","2826435","24365","87","1.35","2583495",NA,"20.5"
"162","WYOMING","FREMONT LAKE","SUHLETTE","5606","NATURAL","295.3","20.23","24.4","6.3","2.5","14","1","13.3",NA,"0.006","0.002","0.04",NA,NA,"15","2345","2360",NA,NA,"570","224065","224635",NA,NA,NA,NA,NA,NA
"163","WYOMING","GLENDO RESERVOIR","CONVERSE PLATTE","5607","IMPOUNDMENT","50523.1","53.97","18.3","47.113","264","148","525",NA,"1","0.045","0.014","0.315","2680",NA,"5","172270","174955","8920",NA,"105","2243640","2252665","49205","72","3.24","1742630","23","41.7"
"164","WYOMING","KEYMOLE RESERVOIR","CROOK",NA,"IMPOUNDMENT","5180","38.02","6.5","0.826","15.2","170","668","1.1","0.028","0.004","0.05","0.62","1270",NA,NA,"16330","17600","1590",NA,"70","112735","114395","210","99","0.46","16840","85","3"
"165","WYOMING","OCEAN LAKE","FREMONT","5609","NATURAL",NA,"24.68","4.2","1.205",NA,"200","1400","0.5","0.043","0.004","0.04","0.82",NA,NA,NA,"6465","6535","225",NA,NA,"92050","92275","710","89","0.26","34435","63","3.7"
"166","WYOMING","SEMINOE RESERVOIR","CARBON","5610","IMPOUNDMENT","28979.5","48.77","25.6","43.309","342","107","334","1.3","0.03","0.007","0.13","0.48","4205",NA,NA,"137495","141700","16940",NA,NA,"1671510",NA,"39285","72","2.91","1634305","3","34.6"
"167","WYOMING","SODA LAKE","SURLETTE","5511","NATURAL",NA,NA,NA,NA,NA,"2090","2472",NA,"0.063","0.014","0.04","2.52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","WYOMING","VIVA NAUGRTON RESERVOIR","LINCOLN",NA,"IMPOUNDMENT","624.2","5.9","8.9","3.923","170","145","241","1.8","0.065","0.024","0.12","0.64",NA,NA,"10","3940","3950",NA,NA,"320","125965","126285","5290",NA,"0.67","19116","85","21.4"
"169","WYOMING","WOODRUFF NARROWS RES","UINTA","5613","IMPOUNDMENT","2030.6","7.08","4.9","7.069","58","142","229","0.8","0.069","0.019","0.105","0.62","6685",NA,NA,"35970","42655","17260",NA,NA,"505895","523155","17420","59","6.02","215255","59","73.9"
