pagenum,state,name,county,storet_code,lake_type,drainage_area,surface_area,mean_depth,total_inflow,retention_time,alkalinity,conductivity,sechhi,tp,po4,tin,tn,p_pnt_source_muni,p_pnt_source_industrial,p_pnt_source_septic,p_nonpnt_source,p_total,n_pnt_source_muni,n_pnt_source_industrial,n_pnt_source_septic,n_nonpnt_source,n_total,p_total_out,p_percent_retention,p_surface_area_loading,n_total_out,n_percent_retention,n_surface_area_loading
256,TENNESSEE,WOODS RESERVOIR,FRANKLIN COFFEE,4728,IMPOUNDMENT,681.2,16.11,5.7,12.48,85,69,150,1.8,0.017,0.005,0.32,0.71,4965,NA,5,11390,16360,14890,NA,170,563490,578550,12765,22,1.02,463930,20,35.9
257,VIRGINIA,LAKE CHESDIN,AMELIA CHESTERFIELD DINWIDDIE,5111,IMPOUNDMENT,3457.6,12.95,7,34.1,31,34,85,0.9,0.044,0.008,0.24,0.675,7480,NA,NA,42905,50385,15015,NA,65,604150,619230,47240,6,3.89,888095,NA,47.8
258,VIRGINIA,CHICKAHOMINY LAKE,NEW KENT CHARLES,5112,IMPOUNDMENT,774.4,6.07,4.9,8.1,44,16,75,1.1,0.066,0.017,0.125,0.715,6825,NA,20,12625,19470,17380,NA,780,211500,229660,15325,21,3.21,227575,1,37.8
259,VIRGINIA,CLAYTOR LAKE,PULASKI,5103,IMPOUNDMENT,6138.3,18.19,29,97.8,63,32,90,1.5,0.031,0.008,0.45,0.73,34730,NA,145,148185,183060,86650,NA,5390,2593415,2685455,89960,51,10.06,3905320,NA,147.6
260,VIRGINIA,JOHN H KERR RES,HALIFAX MECKLENBURG VA; GRANVILLE VANCE WARREN NC,5106,IMPOUNDMENT,20150.2,198.25,10.7,197.8,124,33,101,1,0.044,0.009,0.29,0.55,275270,NA,135,546445,821850,753310,NA,5075,7269635,8028020,152430,81,4.15,6721510,16,40.5
261,VIRGINIA,JOHN W FLANNAGAN RES,DICKENSON,5105,IMPOUNDMENT,572.4,4.63,18,8.3,118,20,232,2.1,0.011,0.004,0.32,0.53,3075,NA,NA,8375,11450,8730,NA,NA,290650,299380,3400,70,2.47,311675,NA,64.7
262,VIRGINIA,OCCOQUAN RESERVOIR,FAIRFAX,5108,IMPOUNDMENT,1533.3,6.88,4.9,14.5,27,33,109,1,0.098,0.037,0.525,1.105,23665,NA,5,70040,93710,106990,NA,190,646775,753955,36005,62,13.62,696985,8,109.6
263,VIRGINIA,RIVANNA RESERVOIR,ALHERMARLE,5113,IMPOUNDMENT,673.4,1.82,6.1,7.8,16,20,54,1,0.079,0.022,0.475,0.775,230,1725,NA,19570,21525,295,6535,NA,255300,262130,13945,35,11.83,276455,NA,144
264,VIRGINIA,SMITH MOUNTAIN RESERVOIR,BEDFORD FRANKLIN PITTSYLVANIA,5110,IMPOUNDMENT,2652.9,80.94,35.1,28.3,3.2,68,160,2,0.016,0.005,0.41,0.735,87105,5475,75,69510,162165,454765,33215,2730,1029335,1520045,9995,94,2,661230,56,18.8
265,WEST VIRGINIA,BLUESTONE RESERVOIR,GILES VA MERCER MONROE SUMMERS WV,5401,IMPOUNDMENT,11924.4,8.25,5.8,167.2,3,55,171,0.7,0.074,0.018,1.08,1.38,105310,2825,20,156230,264385,301870,2616300,690,4777985,7696845,237910,10,32.05,7503630,3,933
266,WEST VIRGINIA,LAKE LYNN,MONONGALIA,5402,IMPOUNDMENT,3654.5,7,12.8,88.4,12,10,117,2.5,0.006,0.003,0.49,0.71,85,NA,35,60455,60575,395,NA,1375,2159975,2161745,24250,60,8.65,2061655,5,308.8
267,WEST VIRGINIA,SUMMERSVILLE RESERVOIR,NICHOLAS,5403,IMPOUNDMENT,2082.4,11.02,21,53.1,50,10,50,3.5,0.011,0.006,0.66,0.94,4440,NA,NA,26585,31025,14410,NA,NA,1379480,1393890,27975,10,2.82,1414220,NA,126.5
268,WEST VIRGINIA,TYGART RESERVOIR,BARBOUR TAYLOR,5404,IMPOUNDMENT,3537.9,7.08,17.4,73.2,20,10,82,3.1,0.006,0.005,0.43,0.64,5330,NA,15,42750,48095,15985,NA,650,1401020,1417655,43935,9,6.79,1507515,NA,200.2
