"pagenum","state","name","county","storet_code","lake_type","drainage_area","surface_area","mean_depth","total_inflow","retention_time","alkalinity","conductivity","sechhi","tp","po4","tin","tn","p_pnt_source_muni","p_pnt_source_industrial","p_pnt_source_septic","p_nonpnt_source","p_total","n_pnt_source_muni","n_pnt_source_industrial","n_pnt_source_septic","n_nonpnt_source","n_total","p_total_out","p_percent_retention","p_surface_area_loading","n_total_out","n_percent_retention","n_surface_area_loading"
"100","MINNESOTA","81G STONE","BIG STONE (MN; ROUERTS GRANT (SD","2709","NATURAL","3004.4","51.03","3.4","3.3","1.7","131","800","1","0.159","0.126","0.335","29.929","7696","23","213","8014","15946","22599",NA,"8036","188812","219447","15846","1","0.31","214068","2","4.3"
