"","State","County","Lat","Long","Storet"
"762","Washington","Spokane","47.575278","117.686111","5308"
"763","Washington","Grant","47.102778","119.296944","5309"
"764","Washington","Clallam","48.1375","124.65","5310"
"765","Washington","King","47.633333","122.077778","5311"
"766","Washington","Whatcom","48.689167","122.300833","5312"
"767","West Virginia","Summers","37.638889","80.888056","5401"
"768","West Virginia","Monongalia","39.68","79.868056","5402"
"769","West Virginia","Nicholas","38.2175","80.891944","5403"
"770","West Virginia","Taylor","39.311111","80.033333","5404"
"771","Wisconsin","Eau Claire","44.816667","91.45","5502"
"772","Wisconsin","Dodge","43.535","88.921667","5503"
"773","Wisconsin","Winnebago","44.1","88.666667","5508"
"774","Wisconsin","Ashland","45.991667","90.508333","5509"
"775","Wisconsin","Walworth","42.621667","88.59","5513"
"776","Wisconsin","Eau Claire","44.761667","91.13","5515"
"777","Wisconsin","Green Lake","43.825","88.933333","5519"
"778","Wisconsin","Dane","42.975","89.258333","5520"
"779","Wisconsin","Jefferson","42.888333","88.918333","5522"
"780","Wisconsin","Waukesha","43.068333","88.39","5531"
"781","Wisconsin","Waukesha","43.1","88.441667","5532"
"782","Wisconsin","Adams","44.061667","90.02","5534"
"783","Wisconsin","Waupaca","44.643333","88.775","5535"
"784","Wisconsin","Waukesha","43.12","88.05","5536"
"785","Wisconsin","Winnebago","44.12","88.883333","5538"
"786","Wisconsin","Shawano","44.813333","88.476667","5539"
"787","Wisconsin","Dodge","43.358333","88.608333","5541"
"788","Wisconsin","Columbia","43.546667","89.351667","5545"
"789","Wisconsin","Dunn","44.988333","91.833333","5546"
"790","Wisconsin","Oneida","45.813333","89.163333","5548"
"791","Wisconsin","Polk","45.316667","92.422222","5550"
"792","Wisconsin","Marathon","44.896667","89.623333","5551"
"793","Wisconsin","Fond Du Lac","43.816667","88.466667","5554"
"794","Wisconsin","Columbia","43.368333","89.621667","5555"
"795","Wisconsin","Chippewa","44.94","91.321667","5556"
"796","Wisconsin","Waukesha","43.08","88.268333","5557"
"797","Wisconsin","Waukesha","43.131667","88.08","5558"
"798","Wisconsin","Racine","42.816667","88.208333","5559"
"799","Wisconsin","Racine","42.683333","88.241667","5560"
"800","Wisconsin","Walworth","42.565","88.488333","5561"
"801","Wisconsin","Walworth","42.595","88.503333","5562"
"802","Wisconsin","Waukesha","43.116667","88.508333","5563"
"803","Wisconsin","Jefferson","43.083333","88.925","5564"
"804","Wisconsin","Marathon","44.733333","89.77","5565"
"805","Wisconsin","Waupaca","44.333333","89","5566"
"806","Wisconsin","Walworth","42.758333","88.7","5567"
"807","Wisconsin","Jefferson","42.983333","88.630556","5568"
"808","Wisconsin","Walworth","42.775","88.566667","5569"
"809","Wisconsin","Green Lake","43.688333","89.115","5570"
"810","Wisconsin","Vilas","46","89.608333","5571"
"811","Wisconsin","Vilas","46.065556","89.663333","5572"
"812","Wisconsin","Price","45.7","90.416667","5573"
"813","Wisconsin","Oneida","45.748333","89.886667","5574"
"814","Wisconsin","Price","45.7","90.4","5575"
"815","Wisconsin","Burnett","45.925","92.416667","5576"
"816","Wisconsin","Barron","45.53","92.016667","5577"
"817","Wisconsin","Marinette","45.783333","88.041667","5579"
"818","Wyoming","Sweetwater","42.248056","109.431389","5601"
"819","Wyoming","Sublette","42.856111","109.623056","5602"
"820","Wyoming","Fremont","43.241667","108.179167","5603"
"821","Wyoming","Johnson","44.461111","106.738056","5604"
"822","Wyoming","Sublette","43.019444","109.778611","5606"
"823","Wyoming","Platte","42.477222","104.953333","5607"
"824","Wyoming","Crook","44.380556","104.775","5608"
"825","Wyoming","Fremont","43.190556","108.611389","5609"
"826","Wyoming","Carbon","41.948611","107.845833","5610"
"827","Wyoming","Sublette","42.836667","109.598889","5611"
"828","Wyoming","Lincoln","42.004167","110.663333","5612"
"829","Wyoming","Uinta","41.503333","111.0175","5613"
