"pagenum","state","name","county","storet_code","lake_type","drainage_area","surface_area","mean_depth","total_inflow","retention_time","alkalinity","conductivity","sechhi","tp","po4","tin","tn","p_pnt_source_muni","p_pnt_source_industrial","p_pnt_source_septic","p_nonpnt_source","p_total","n_pnt_source_muni","n_pnt_source_industrial","n_pnt_source_septic","n_nonpnt_source","n_total","p_total_out","p_percent_retention","p_surface_area_loading","n_total_out","n_percent_retention","n_surface_area_loading"
"117","OKLAHOMA","LAKE FRANCES","AOAIR",NA,"IMPOUNDMENT",NA,"2.31","1","16.67","3","99","189","0.4","142","0.093","10780","2.135","595",NA,NA,"34135","34130","1785","666006666","6666606606","1326215","1333000","66560","22","36.7",NA,"19",NA
"118","OKLAHOMA","GRND LK 0 THE CHEROKEES","HAYES DELAWARE CRAIG OTTONA","4009","IMPOUNDMENT","26671.5","188.18","10.9","194.68","129","97","253","0.8","0.087","0.038","0.74","1.13","34600","12585","60","1250605","1297850","95125","4025","2335","13481690","13583175","684480","47","6.9","10157185","25","72.2"
"120","OKLAHOMA","LAKE HEFNER","OKLAHOMA","4010","IMPOUNDMENT","25.1","10.12","9.1","1.52","2.9","140","811","1","0.057","0.036","0.25","0.71",NA,NA,NA,"4535","4535",NA,NA,NA,"61470","61070","950","79","0.45",NA,"11","6.1"
"121","OKLAHOMA","KETSTONE RESERVOIR IEUTRUPNICI","TULSA OSAGEO CREEK PAUNEE","4011","IMPOUNDMENT","162673.4","106.43","7.7","179.73","55","114","1293","0.4","0.136","0.096","0.69","1.2","22765",NA,"10","1731070","1753645","63960",NA,"395","14225225","10289580","705740","55","16.46","8706810","39",NA
"123","OKLAHOMA","OOLOGAM RESERVOIR","NONATA ROGERS","4012","IMPOUNDMENT","11237.7","119.22","5.7","11.74","109","109","301","0.4","0.059","0.031","0.5","0.94","330",NA,"15","403115","411460","19095",NA,"515","4211005","4230215","1598850","610","3.65","3743220","12","35.5"
"124","OKLAHOMA","TENRILLER FERRY RES","CHEROKEE SEOUOYAR","4013","IMPOUNDMENT","4169.9","51.19","15.5","41.17","240","75","147","1.6","0.039","0.016","0.55","0.9","16970",NA,"20","92060","109050","34410",NA,"705","2561635","2596950","593056",NA,"2.13","2070280","20","50.7"
"125","OKLAHOMA","LAKE THUNDERBIRD","CLEVELAND","4014","IMPOUNDMENT","662.3","24.56","6","1.64","14.6","180","365","0.9","0.027","0.009","0.15","-0.675",NA,"9406066006","5","1515","1830",NA,NA,"265","105475","105740",NA,NA,NA,"6235","92","4.3"
"126","OKLAHOMA","MISTER RESERVOIR IEUTRIIPHICI","LEFLORE","6015","IMPOUNDMENT","2570.7","16.19","2.3","20.1","16","16","67","0.5","0","0.016","0.23","0.665","2035",NA,"5","63005","66725","500",NA,"160","655650","666290",NA,NA,"2.89","191156",NA,"61"
"127","DAKOTA","LAKE ALBERT","KINGSBURY","4601","NATURAL","556.8",NA,"1.2","0.09",NA,"244","1296","0.3","0.321","0.019","0.17","6.42","6666666666","6666666666","6666666666","6666666666","666666666","6666666666","6666666666","6666666666","6666666666","6666666666","6666666666","66666","6666666666","6666666666","66666","6666666666"
"128","DAKOTA","LAKE ALVIN","LINCOLN","4602","IMPOUNDMENT",NA,NA,NA,"0.058","325","152",NA,NA,"0.067","0.017","0.97","1.96",NA,NA,NA,"625","625",NA,NA,NA,"5480",NA,"295","53",NA,NA,"24",NA
"129","DAKOTA","ANGOSTURA RESERVOIR","FALL RIVER","4603","IMPOUNDMENT","23569","19.55","9.1","3.956","1.5","137","1924","1.9","0.019","0.005","0.16","0.47","1330",NA,"5","945","10230","3995",NA,"235","176090","130320","1100","9","0.53","101245",NA,"9.2"
"130","DAKOTA","BRANT LAKE","LAKE","1604","NATURAL",NA,"4.05","3.4",NA,NA,"175","1563","1.7",NA,"0.113","0.13","2.02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"90909150099",NA,NA,NA,NA,NA,NA
"132","DAKOTA","CLEAR LAKE LMESO","MARSHALL","4606","NATURAL",NA,"4.31","3.7",NA,NA,"229",NA,"1.6","0.027","0.009","0.075","1.365",NA,NA,"900590",NA,NA,NA,NA,NA,NA,NA,NA,"66656",NA,NA,NA,NA
"133","DAKOTA","CLEAR LAKE","MINNEHAHA","607","NATURAL","0","1.91",NA,"0","0","276","498","0.1","10600","468","270","80800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"134","DAKOTA","LAKE COCHRANE","DEUEL","4608","NATURAL",NA,"1.43",NA,NA,NA,NA,"2571","1.4","0.037","0.008","0.15","1.52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","DAKOTA","DEERFIELD LAKE","PENNINGTON","4610","IMPOUNDMENT","248.6","1.68","10.5","0.227","2","218","285","5","0.033","0.022","0.08","0.26","0","0","0","320","320","0","0","0","1755","7755","275","14","0.19","5500",NA,"0.6"
"137","DAKOTA","ENEMY SHIM LAKE","DAY",NA,"NATURAL",NA,"8.68","3",NA,NA,"259","373","1.5","0.037","0.013","0.085","1.005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","DAKOTA","LAKE HERMAN","LAKE","4612","NATURAL",NA,"5.46",NA,NA,"3.3","189","983","0.4","0.36","0.176","0.155","2.645",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","DAKOTA","LAKE 57 JOHN","HAMLIN","4013","NATURAL","450.1","4.86",NA,"0.066","2.9","105","1290","0.3","0.34","0.025","0","3.39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","DAKOTA","LAME KAMPESKA","CODINGTDN","4614","NATURAL",NA,NA,NA,NA,NA,"223","419","0.3","0.22","0.123","0.105","1.105",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","DAKOTA","LAKE MADISON","LAKE","4615","NATURAL","310.8","11033","3",NA,"1009","164","1461","1.4","0.25","0.107","0.09","2.52","4245",NA,"95","3930","8270","10395",NA,"3560","25590","39545","6156054116666",NA,"0.73",NA,NA,"3.5"
"142","DAKOTA","LAKE MITCHELL","DAVISON","4616","IMPOUNDMENT",NA,NA,"3.1",NA,NA,"187","1017","0.9","0.099","0.015","0.085","1.04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","DAKOTA","LAKE NORDEN","HAMLIN",NA,"NATURAL",NA,"3.02","2.1","909505.099","909009","215",NA,"0.3","0.256","0.05","0.165","2.11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0905",NA,NA,"50",NA
"144","DAKOTA","EAST OAKUOOD LAKE","RROOKINGS",NA,"NATURAL",NA,"4.05",NA,NA,NA,"159","1015","0.3","0.146","0.009","0.175",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","DAKOTA","HEST 0AMNOOD LAKE","RROONINGS","4019","NATURAL",NA,"1.21","1.8",NA,"690000","153","70","0.4","0.101","0.021","0.135","5.105",NA,NA,NA,"9000","9000",NA,NA,NA,NA,"90909009",NA,NA,NA,NA,NA,NA
"146","DAKOTA","PACTOLA RESERVOIR","PENNINGTON",NA,"IMPOUNDMENT","828.8",NA,"16.4","1.142","1.6",NA,"274",NA,"0.011","0.006","70","255",NA,NA,"25",NA,NA,NA,NA,"870","38675","39545","455",NA,"1.17",NA,"43","11.4"
"147","DAKOTA","PICKEREL LAKE","DAY","6621","NATURAL",NA,"3.86","5.1",NA,NA,"242","390","1.5","0.049","0.009","0.095",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","DAKOTA","LAKE PUINSETT","HROOKINGboHAMLIN","4622","NATURAL","733","29.26","2.9","0.073","35.6","267","1033","0.8","115","0.023","315","20165","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"149","DAKOTA","SOUTH RED IRON LAKE IMESO","MARSHALL","4623","NATURAL",NA,NA,"2.1",NA,"0","214","515","1.8","0.042","0.01","0.11","1.52",NA,NA,NA,NA,NA,NA,NA,NA,"600000990","660000006",NA,NA,NA,NA,NA,NA
"150","DAKOTA","RICHMOND LAKE","RROMN",NA,"IMPOUNDMENT","450.1","3.35","0.6","0.016","56","265","905","2.3","0.107","0.144","0.15","1.57",NA,"60060969159","30",NA,"315",NA,NA,"1145","4930","6075","30","92","0.11","410","93","1.8"
"151","DAKOTA","ROY LAKE","MARSHALL","4625","NATURAL","0","6.85","3.3","0","0","262","1152","1.8","0.034","0.01","0.07","1.97","0","0",NA,"0","0","0","0","0","0","0","0","0","60000","0","0","0"
"153","DAKOTA","SHERIDAN LAKE","PENNINGTON","6627","IMPOUNDMENT","230.5","1.56","10.2","0.16","3.6","106","177","2.7","0.053","0.016","0.105","0.565","9001291091500","9e+08","510","290","295",NA,"9600900000","245","5075","5320","170","62","0.19","3060","62","3.6"
"154","DAKOTA","STOCKADE LAKE","CUSTER","6628","IMPOUNDMENT","202","0.53","5.8","0.135","274","118","227","1.7","0.233","0.109","0.15","1.27","335",NA,NA,"425","560",NA,NA,NA,"5050","5590","1075",NA,"1.25","16780",NA,"10.5"
"155","DAKOTA","EAST VERHILLION LAKE","MCCOOK","4629","IMPOUNDMENT","1036","2.23","3.1","0.095","2.8","149","695","0.7","0.211","0.092","0.1","1.86",NA,NA,"5","655","660",NA,NA,"90","8660","8530","120","82","0.3","3655","57","3.8"
"156","DAKOTA","WALL LAAE","HINNEHAHA","4630","NATURAL",NA,"0.9","2.6",NA,NA,"113","1003","1.5","0.194","0.076","0.16","2.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.09",NA
"157","DAKOTA","NORTH HAUBAY LAKE","DAY","4631","NATURAL","6666666666",NA,"2.1","6666606060","66.666",NA,"43016",NA,NA,"0.023","6145","36620",NA,NA,NA,NA,NA,"6666666666","6666666666","6666666666","6666666666","6666666666",NA,"90000",NA,"6666666666","66666","6666666666"
"158","TEXAS","AMISTAD RESERVOIR",NA,NA,"IMPOUNDMENT","313828.9","262.43","16.5","58.506","3.8","137","823","3.3","0.013","0.009","0.5","0.72",NA,NA,NA,"257295","251295",NA,NA,NA,NA,NA,"14320","94","0.98","1193690","72","16.2"
"159","TEXAS","LAKE BASTROP","BASTROP",NA,"IMPOUNDMENT",NA,"3.67","5.6","0.238","5.2",NA,"841","2","0.022","0.007","0.09","0.525",NA,NA,"0","935",NA,NA,NA,NA,"12100",NA,"105",NA,"0.27","2795","77","303"
"160","TEXAS","RELTDN RESERVOIR LMESO","HELL CURYELL","4801","IMPOUNDMENT","9230.8","50.27","10.8","18.32","1.6","142","388","3.1","0.018","0.007","0.185","0.52","24210",NA,"50","174400","198660","57570",NA,"1945","894340","953855","17455",NA,"3.95","480930","50","19"
"161","TEXAS","BRAUNIG LAKE","BEXAR","6806","IMPOUNDMENT","26.3","5.66","6","0.28","3.7","168","1250","1","0.136","0.062","0.15","1.06","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"162","TEXAS","LAKE BROHNHOOD","RROHN",NA,"IMPOUNDMENT","3975.6",NA,"6","4.893","1.5","120","542","0.8","0.027","0.007","0.1",NA,NA,NA,"170",NA,"8515",NA,NA,"6305","229335","235660","2975","65","0.29","85915","65","8"
"163","TEXAS","LAKE BUCHANAN","HURNET LLANO","4806","IMPOUNDMENT","80937.4","93.32","13.1","27.013","1.7","142","642","1.6","0.036","0.012","0.25","0.58","35",NA,"325","91510","91870","100",NA,"12180","1583845","1596125","15995",NA,"0.98",NA,"59","17.1"
"164","TEXAS","CADDO LAKE","CADDO LA, MARION HARRISON Tx","4001","IMPOUNDMENT","1101","132.09","1","50.92","42","11","114","0.9","0.051","0.012","0.01","0.1","3415",NA,"260","93400","91015","6300",NA,"9195","1433455","1449630","103390",NA,"0.13","1115590",NA,"11"
"166","TEXAS","CALAVERAS LAKE","BEXAR",NA,"IMPOUNDMENT","174.6","13.96","5.5","0.613","20","126","562","1","0.038","0.007","0.06","0.82","6666666666","6666666666","6666666666","10550","10550","6666666666","6666666666","6666666666","55455",NA,"175","98","0.76","3265","94","4"
"167","TEXAS","CANYON RESERVOIR","COHAL",NA,"IMPOUNDMENT","3719.2","33.35","14","8.756",NA,"180","373",NA,"0.01","0.006",NA,"0.63",NA,NA,"20","5100","5120",NA,NA,NA,NA,"490813","3105","39","0.15",NA,NA,NA
"168","TEXAS","LAKE COLORADO CITY","MITCHELL","4810","IMPOUNDMENT","834","6.52","6","0.336","3.9","141","1640","0.1","0.042","0.012","0.09","0.76",NA,NA,"115","1275","1390",NA,NA,"4265","21720","25985","1385","0",NA,"16620","36","4"
"169","TEXAS","LAKE CORPUS CHRISTI","JIH WELLS, LIVE OAK SAN PATRICIO","4811","IHPUUNUMENI","43149.4","88.63","4.2","25.4","175","161","972","0.6","0.113","0.05","0.13","0.64","6500",NA,"200","204255","212955","21110",NA,"7590","1620175","1648875",NA,"60","2.4","61141.7",NA,NA
"170","TEXAS","LAKE DIVERSION","ARCHER BAYLOR","4812","IMPOUNDMENT","5710.9","13.84","3.7","4.258","156","81","4530","0.8","0.025","0.009","0.08","0.525",NA,NA,"40","4540","4580",NA,NA,"1470","116995","118465","3575","22","0.33","91090","23","8.6"
"171","TEXAS","EAOLE HOUNIAIN LARI IMESO","TARRANI RISE","4913",NA,NA,"5102.3","33.42","3.4","3.1","135","337","0.3","0.024","0.003","0.07","0.42","1755",NA,"135","53200","55120","3880",NA,"6290",NA,"4440303","9390",NA,"1.51","233255","47","12.2"
"172","TEXAS","LAKE FORT PHANTOM HILL","JONES","4814","IMPOUNDMENT","1238","10.93","5.6","1.198","2.2","165","654","0.6","0.06","0.022","0.105","0.56",NA,NA,"125","3900",NA,NA,NA,"4700","6950","91650","1550","61","0.37","25050","73","8.4"
"173","TEXAS","LAKE LYNDON B JOHNSON IEUTHUPHICI","BURNET LLANO","4821","IMPOUNDMENT","93901.1","25.8","6.7","37.43","56","133","455","1.1","0.042","0.013","0.42","0.85","16045",NA,"465","19075","35985","49310",NA,"17390","931600",NA,"349756",NA,NA,"1092665",NA,NA
"174","TEXAS",NA,NA,"4816","IMPOUNDMENT","5402.7","62.17","5.3","5.42","2.8","83","3884","1.1","0.023","0.007","0.11","0.51",NA,NA,"215","12025","12240",NA,NA,"8150","207795","215935",NA,"69","0.2",NA,"590","305"
"175","TEXAS","LAKE HOUSTON","HARRIS","4817","IMPOUNDMENT","7324.5",NA,"1.7",NA,"55","31","222","0.1","0.097","0.036","0.26","0.98","145255",NA,NA,"158415","303670","435605",NA,NA,"1768970","2204575","171655",NA,"6.13","1779315","19","64.5"
"176","TEXAS","LAKE 01 THE PINES","CAMP MARION MORRIS UPSMUR","4010","IMPOUNDMENT","2201.5","75.27","4.1","17.41","221","21","135","1.5","0.031","0.011","0.09","0.53","10930",NA,"95","45600","64625","53765",NA,"3525","665015","723105","16010","74","0.06","300395","46","9.6"
"178","TEXAS","LAKE LAVON","COLLIN","4019","IMPOUNDMENT",NA,"6.43","6.5","13.452","1.4","133","330","0.4","0.063","0.01","0.1","0.41","27260",NA,"0","61365","705","59550",NA,"3100","465","71115","20000","77","1.03","395205","55","10.1"
"179","TEXAS","LAKE LERISVILLE TFUTHUPHICI","DENTON","4815","IMPOUNDMENT",NA,"93.93","6",NA,"0.8","113","320","0.6","0.045","0.018","0.38","0.655","34060",NA,NA,"83045","117105","175260","9888868880",NA,"811570","1046730","36980","68","1.25","529400","49","11.1"
"181","TEXAS","LIVINGSTON RESERVOIR","POLK SAN JACINTO TRINITY IALKFR","4820","IMPOUNDMENT","42950","334.28","6.5","191.576","130","89","376","0.9","0.196","0.128","0.555","1.31","42240",NA,"30","2106290","2148560","118460",NA,"1110","12252075","12371645","923050","57","6.43","7703650","38","31"
"182","TEXAS","MEDINA LANE IMESO","SANDERA MEDINA","4622","IMPOUNDMENT","1642.1","22.56","13.9","-4.49","2.7","179","364","2.4","0.01","0.004","0.6","0.76","1135",NA,"125","1625","2665","3400",NA,"4745","202275","210420","1160","60","0.13","67290","59","9.3"
"183","TEXAS","LAKE MEREDITH","HUTCHINSON MOORE POTTER","4823","IMPOUNDMENT","41564.3","66.77","16","6.884","8.6","188","1538","1.5","0.021","0.009","0.07","0.435","123605",NA,NA,"304350","427955","370710",NA,NA,"1258360","1629070","1580","100","6.41","75185","95","24.4"
"184","TEXAS","PALESTINE RESERVOIR","ANDERSON CHEROKEE HENDERSON SMITH","4824","IMPOUNDMENT","2201.5","103.44","4.9","12.616","1.3","24","148","1.5","0.031","0.01","0.18","0.66","45530",NA,NA,NA,"69655","137430",NA,NA,NA,"541560","8995","87","0.67","231505","57","5.2"
"185","TEXAS","POSSUM KINGDOM RESERVOIR IMESO","PALO PINTO STEPHENS YOUNG","4825","IMPOUNDMENT","58404.5","80.13","11.2","28.59","1","103","3517","2.1","0.023","0.009","0.07","0.52","8930",NA,"255","207480","216665","26315",NA,"9535","1596285","1632135","29035","86","2.7","1006145","38","20.4"
"186","TEXAS","O C FISHER","TOM GREEN",NA,"IMPOUNDMENT","3053.9","21.05","6.5","0.796","11","154","459","0.5","0.09","0.011","0.14","0.995",NA,NA,NA,"1395","1395",NA,NA,NA,NA,NA,"1160","17","0.06","13070","1","3.2"
"187","TEXAS","SAM RAYOURN RESERVOIR","ANGELINA JASPER NACOGDOCHES SABINE","4027","IMPOUNDMENT","932.9","463.4","7.7","43.44","1.4","24","143","1.5","0.029","0.009","0.15","0.6","28525",NA,"35","111995","140055","4375",NA,"1300","1606345","1692020","910","42","0.3","1554360","0","3.7"
"189","TEXAS","E V SPENCE RESERVOIR","COAE","4828","IMPOUNDMENT","40766.6","25.62","6.7","2.059","7.1","135","1970","0.9","0.036","0.008","0.08","0.63",NA,NA,NA,"14120","14120",NA,NA,NA,"118660","118660","720","95","0.55","14945","87","4.6"
"190","TEXAS","SOMEHVILLE LAKE","BURLESONO LEE HASHINGTON",NA,"IMPOUNDMENT","2610.7","46.38","4.3","7.82","96","46","3950",NA,"53","13","115","120","3760",NA,"5","21250",NA,"11255",NA,"310",NA,"538150","168350","33","0.54","276400","37","9.6"
"191","TEXAS","LAKE STAMFORD IFUTRHPHICI","HASKELL","4830","IMPOUNDMENT","932.4","19","3.5","1.511","2.5","184","1104","0.4","0.073","0.012","0.06","0.92","9225",NA,"50","18150",NA,"28695",NA,"1810","94175",NA,"2310","92","1.44","34515","72","6.6"
"192","TEXAS","STILLHUUSE HOLLOH RESERV","HELL OIR","4831","IMPOUNDMENT","3413.6","26.02","11.3","8.26","1","162","549","2.4","0.018","0.01","0.16","0.415","6350",NA,NA,"3235","9555","19045",NA,NA,"256140","275185","3520","63","0.37","143395","48","10.6"
"193","TEXAS","LAKE TAMAKONI","HUNT RAINS VAN zANDT","6332","IMPOUNDMENT","1957.9","160.52","7.7","11.26","3.2","79","166","0","0.066","0.013","0.1","0.63","32115","9690909099",NA,"102530",NA,"62485",NA,NA,"76630","939115","16350",NA,"0.91","276370","71","6.3"
"194","TEXAS","LAKE TEKOMA","COOKE GRAYSON TXTBRYAN JOHNSON LOVE MARSHALL 0K","4834","IMPOUNDMENT","87500.5","360.18","5.7","147.693","173","128","1342","1.2","0.042","0.018","0.16","0.6","38495",NA,"225","1439695","1478415","112245",NA,"8445","10862425","10983115","591900","60","4.1","6143655","44","30.5"
"195","TEXAS","LAKE TRAVIS","RURNET TRAVlb","4635","IMPOUNDMENT","98756.6","76.61","18.9","48.43","1",NA,"451","2.6","0.016","0.007","0.25","0.56","2325",NA,"15","47060","49400","6970",NA,"640","1925525","1933135","27165","45","0.64","1121110","42","25.2"
"196","TEXAS","TRINIDAD LAKE","HENDERSON","4036","IMPOUNDMENT",NA,"2.99","3.1",NA,"90.09","202","1037","0.5","0.309","0.24","0.11","1.09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","TEXAS","THIN HUTTES RESERVOIR","TOM GREEN","6837","IMPOUNDMENT","6594.1","36.5","6.3","1.255","1409","160","575","1.1","0.029","0.009","0.25","0.76",NA,NA,NA,"111200","111200",NA,NA,NA,NA,NA,"16470","85","3",NA,NA,NA
"198","TEXAS","HHITE RIVER RESERVOIR IMESO","CROSEY","4838","IMPOUNDMENT","2007.2","7.32","6.5","0.501","12.8","199","644","1.7","0.02","6009","0.11",NA,NA,NA,"15",NA,NA,NA,NA,"535","20500","21035","65","86","0.06","3525",NA,"2.9"
"199","TEXAS","HHITNEY RESERVOIR","ROSDUE HILL","4839","IMPOUNDMENT","67780.2","95.35","8.1","68.776","0.8","125","1920","1.8","0.028","0.008","0.12","0.62","11170",NA,"250","106660","117880","33495",NA,"9425","1624540","1667660","28815","76","1.24","1395635","16","17.5"
"200","TEXAS",NA,"BOhIEO CASS",NA,"IMPOUNDMENT","8917.4","126.13","3","75.517","57","49","203","0.5","0.106","0.03","0.12","0.66","35770",NA,NA,"222725","258495","105995",NA,NA,"2212490","2318685","294435",NA,"2.05","2247780","3","13.4"
