pagenum,state,name,county,storet_code,lake_type,drainage_area,surface_area,mean_depth,total_inflow,retention_time,alkalinity,conductivity,sechhi,tp,po4,tin,tn,p_pnt_source_muni,p_pnt_source_industrial,p_pnt_source_septic,p_nonpnt_source,p_total,n_pnt_source_muni,n_pnt_source_industrial,n_pnt_source_septic,n_nonpnt_source,n_total,p_total_out,p_percent_retention,p_surface_area_loading,n_total_out,n_percent_retention,n_surface_area_loading
53,KANSAS,MARION RESERVOIR,MARION,2007,IMPOUNDMENT,518,26.93,4.1,2.31,2.4,126,432,0.4,0.052,0.01,0.63,1.1,970,NA,NA,9250,10220,2905,NA,NA,156720,159625,2850,72,NA,52510,67,6.4
54,KANSAS,MELVERN RESERVOIR,OSAGE,2008,IMPOUNDMENT,909.1,28.05,6,6.188,1.1,146,377,1,0.034,0.007,0.265,0.935,310,NA,NA,21775,22085,935,NA,NA,503465,504400,8465,62,0.79,355240,30,18
55,KANSAS,MILFORD RESERVOIR,CLAY GEARY,2009,IMPOUNDMENT,644656.1,65.51,7.8,27.193,285,196,645,0.9,0.079,0.036,0.71,1.2,14030,NA,NA,414535,428565,43565,NA,NA,2316050,2359615,48260,89,6.54,1327935,44,36
56,KANSAS,NORTON RESERVOIR,NORTON,2010,IMPOUNDMENT,1771.6,8.86,5,1.018,1.8,216,475,0.6,0.122,0.036,0.11,1.22,285,NA,NA,10840,11125,350,NA,NA,72755,73605,2750,75,1.26,21220,71,8.3
57,KANSAS,PERRY RESERVOIR,JEFFERSON,2011,IMPOUNDMENT,2893,49.37,3.7,13.52,281,166,371,0.5,0.055,0.017,0.97,1.42,18455,NA,NA,83895,102350,37100,NA,NA,739750,116330,24850,76,2.07,515860,34,15.7
58,KANSAS,POMONA RESERVOIR,NA,2012,IMPOUNDMENT,834,16.19,6.4,5.333,193,142,327,0.5,0.04,0.021,1.2,1.65,NA,NA,NA,12630,15875,9230,NA,NA,360805,370035,13385,16,NA,316370,15,22.9
59,KANSAS,TORONTO RESERVOIR,GREENHOOD HOODSON,2013,IMPOUNDMENT,1934.7,11.33,2.5,14.72,22,122,327,0.3,0.067,0.011,0.925,0.675,2290,NA,15,23300,25605,NA,NA,565,629325,636765,35960,NA,2.26,661285,NA,56.2
60,KANSAS,TUTTLE CREEK RESERVOIR,MARSHALL POTTARATOMIE RILEY,2014,IMPOUNDMENT,24967.6,63.94,8.2,54.748,139,197,487,0.8,0.162,0.067,0.97,1.46,12570,NA,NA,1411435,1424305,43220,NA,NA,7683290,7726510,229125,84,22.28,4192595,46,120.8
62,KANSAS,WILSON RESERVOIR,RUSSELL,2015,IMPOUNDMENT,4965,36.42,6.4,5.144,2,140,224,1.4,0.023,0.004,0.265,0.035,3795,NA,NA,13340,17135,11305,NA,NA,270660,-290045,5065,70,0.47,160140,45,8
63,LOUISIANA,ANACOCO LAKE,VERNON,2201,IMPOUNDMENT,538.7,10.52,2.8,7.54,45,14,37,1.1,0.031,0.007,0.08,0.545,NA,NA,25,6415,6440,NA,NA,905,162690,163595,7805,NA,0.61,250740,NA,15.6
64,LOUISIANA,LAKE HISTINEAU,BIENVILLEI ROSSIER HEBSTER,2203,IMPOUNDMENT,3752.9,69.67,2.1,41.2,42,10,111,1.1,0.061,0.018,0.1,0.65,28100,NA,460,87515,116075,77685,NA,17360,995825,1090870,63385,45,1.67,878300,19,15.7
65,LOUISIANA,BLACK BAYOU RESERVOIR,rADDD,2204,IMPOUNDMENT,608.6,16.06,1.4,6.94,37,10,167,1.2,0.046,0.009,0.09,0.63,3175,NA,30,14010,17215,9175,NA,1120,205810,216105,7985,54,1.07,170090,21,13.5
66,LOUISIANA,BLACK LAKE,NATCHITOCHES RED RIVER,2219,NATURAL,NA,52.24,2.6,NA,NA,10,125,1.2,0.077,0.015,0.15,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,LOUISIANA,BRUIN LAKE,TENSAS,2202,NATURAL,NA,9.48,9.1,NA,NA,92,NA,1.3,0.057,0.012,0.25,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,LOUISIANA,BUNDICK LAKE,REAUREGARO,2205,IMPOUNDMENT,546.5,7.07,1,7.3,15,11,59,0.3,0.157,0.073,0.135,0.82,14275,NA,5,30745,53025,30320,NA,20,213615,251955,31130,41,7.5,264075,NA,35.6
69,LOUISIANA,COCODRIE LAKE,CONCORUIA,2207,NATURAL,NA,3.99,4.9,NA,NA,56,141,0.5,0.09,0.026,0.4,0.995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,LOUISIANA,COCODRIE LAKE,RAPIDES,2220,NATURAL,621.4,24.68,0.5,9.66,14,82,162,0.5,0.106,-0.014,0.05,0.82,NA,NA,30,14655,14685,NA,NA,1065,179370,180435,13075,11,0.6,186195,NA,7.3
71,LOUISIANA,LAKE CONCORDIA,CONCORDIA,2209,NATURAL,NA,4.25,6.1,NA,NA,147,297,0.8,0.076,0.009,0.08,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,LOUISIANA,COTILE RESERVOIR,RAPIDES,2208,IMPOUNDMENT,104.6,7.25,4.3,1.7,206,14,42,1.5,0.037,0.011,0.1,0.52,NA,NA,5,3380,3385,NA,NA,105,32420,32525,NA,NA,0.47,45175,NA,4.5
73,LOUISIANA,CROSS LAKE,CADDO,2210,IMPOUNDMENT,655.3,35.17,2.7,6.87,180,21,185,0.6,0.057,0.01,0.08,0.83,1770,NA,105,10200,12075,5670,NA,3905,156375,165950,11965,1,0.34,167780,NA,4.6
74,LOUISIANA,BAYOU D’ARRONNE LAKE,UNION» LINCOLN,2211,IMPOUNDMENT,4162.1,61.64,2.6,49.79,36,10,88,1.1,0.038,0.011,0.1,0.46,25140,NA,70,56850,82060,67535,NA,2640,1186730,1256905,48615,41,1.33,1361750,NA,20.4
