"pagenum","state","name","county","storet_code","lake_type","drainage_area","surface_area","mean_depth","total_inflow","retention_time","alkalinity","conductivity","sechhi","tp","po4","tin","tn","p_pnt_source_muni","p_pnt_source_industrial","p_pnt_source_septic","p_nonpnt_source","p_total","n_pnt_source_muni","n_pnt_source_industrial","n_pnt_source_septic","n_nonpnt_source","n_total","p_total_out","p_percent_retention","p_surface_area_loading","n_total_out","n_percent_retention","n_surface_area_loading"
"129","MINNESOTA","SUPERIOR BAY","ST LOUIS (MN; DOUGLAS (H1","2786","NATURAL","10828.52","14.69","3.8","82.6","8","44","130","0.6","0.079","0.044","0.44",NA,NA,NA,NA,"204653","353052",NA,NA,NA,"3552790",NA,"144259","59","24.03","2890381","31","286.1"
