"x"
"MCINTIRE CREEK 0.075 2.568"
"CORNDODGER CREEK 0.067 1.883"
"CEDAR CREEK 0.040 0.868"
"HILL CREEK 0.126 2.067"
"SPRING CREEK 0.190 2.383"
"3*!"
""
