"pagenum","state","name","county","storet_code","lake_type","drainage_area","surface_area","mean_depth","total_inflow","retention_time","alkalinity","conductivity","sechhi","tp","po4","tin","tn","p_pnt_source_muni","p_pnt_source_industrial","p_pnt_source_septic","p_nonpnt_source","p_total","n_pnt_source_muni","n_pnt_source_industrial","n_pnt_source_septic","n_nonpnt_source","n_total","p_total_out","p_percent_retention","p_surface_area_loading","n_total_out","n_percent_retention","n_surface_area_loading"
"126","MINNESOTA","STLOUIS DAY","STLOUIS¢ (MN; DOUGLAS! (NI","2776","NATURAL","9564.09","9.79","3.4","67.9","6","39","160","0.6","0.216","0.161","0.82",NA,"156349",NA,NA,"162122","318472","543528",NA,NA,"2953785","3497313","226553","29","32.53","3467383","1","357.2"
